weight;ph;avg;watercapacity;bacteria;solubleprotein
125;359;260;400;985;220
603;488;823;389;495;398
647;659;975;152;120;498
264;299;42;100;768;362
48;499;265;186;989;256
271;520;716;907;44;423
188;674;989;299;324;498
386;154;762;418;381;636
717;363;568;475;904;784
858;963;339;839;12;901
550;622;175;197;311;648
441;154;704;409;112;440
426;676;223;628;803;495
734;905;24;103;630;598
500;57;784;926;335;42
905;415;137;57;280;911
42;822;585;92;522;219
647;832;617;610;137;709
188;783;348;512;151;341
478;887;932;792;562;592
854;734;688;673;584;76
146;413;870;993;999;423
785;336;227;50;906;377
675;838;690;780;764;336
591;456;513;951;20;442
450;144;109;452;34;488
776;216;129;931;100;168
995;759;867;19;506;29
455;843;929;941;246;374
98;341;582;330;921;228
736;29;826;827;371;52
339;25;842;922;898;466
373;193;978;823;611;579
963;844;198;256;709;682
358;696;606;241;71;805
584;996;842;233;851;467
33;929;13;805;363;592
262;829;90;147;316;917
822;762;223;748;512;526
100;854;315;869;663;976
645;323;14;247;422;498
906;325;485;352;866;509
308;570;413;233;840;737
813;288;245;146;311;553
405;961;564;401;800;783
247;698;462;385;426;351
280;80;164;233;415;451
777;940;417;493;68;264
235;260;486;849;73;725
460;611;78;495;655;68
260;52;465;192;379;471
413;260;610;815;703;102
888;921;162;680;981;443
809;654;976;816;217;378
308;515;484;289;213;532
20;282;448;587;495;245
392;611;977;203;147;969
228;631;924;998;228;741
178;623;268;752;186;32
95;90;957;221;708;210
564;572;28;652;828;467
194;229;2;895;902;358
742;784;809;101;396;117
846;330;682;329;727;972
753;575;759;577;649;488
844;991;40;298;914;560
974;576;141;190;639;543
753;344;722;78;542;221
597;978;505;709;646;42
786;487;782;671;630;928
699;408;874;277;843;484
33;724;225;968;433;429
822;900;305;486;901;889
712;800;539;21;305;534
859;659;479;151;644;607
292;913;892;717;185;825
470;749;158;839;436;527
324;308;823;977;997;225
732;910;51;528;578;603
361;966;244;767;887;686
468;374;841;640;419;484
527;211;168;913;360;60
697;22;465;617;123;405
545;465;679;258;385;507
920;677;440;994;287;261
464;361;881;431;203;455
433;223;593;407;126;759
751;307;995;48;196;606
815;979;378;634;854;536
9;820;387;387;934;127
239;36;425;388;240;11
407;400;620;581;951;735
430;489;838;290;958;346
415;632;324;576;365;517
306;37;497;894;543;866
303;604;89;449;246;195
138;168;867;9;23;865
309;360;511;527;462;759
12;808;964;629;651;440
166;669;206;163;119;411
855;174;439;322;78;25
232;689;217;83;205;64
452;512;254;27;810;170
438;751;218;616;576;173
776;869;508;139;80;40
432;575;476;751;193;979
442;706;990;157;819;486
720;981;507;913;678;391
52;308;133;896;765;448
417;707;852;667;244;268
611;874;857;765;435;208
231;99;343;837;289;275
220;673;432;885;391;573
668;449;909;240;791;512
803;568;632;657;176;113
697;351;358;456;407;250
711;430;151;703;871;758
408;501;34;305;645;60
263;801;318;912;10;396
816;810;918;699;688;516
419;918;334;888;999;190
871;740;672;849;439;539
960;544;849;411;255;755
33;890;757;167;271;961
939;196;497;639;311;714
326;469;745;461;796;55
799;181;317;389;935;260
16;85;825;193;668;997
52;215;229;795;325;744
749;71;915;355;365;372
480;723;463;864;482;681
460;256;577;427;316;717
316;961;35;70;966;824
281;559;534;806;80;874
480;843;31;982;666;984
36;674;695;215;159;791
224;508;377;371;993;461
105;138;601;66;384;358
219;339;635;475;458;720
263;331;947;972;854;668
183;612;116;690;954;349
261;624;564;571;404;148
302;558;518;311;452;817
6;324;715;249;779;545
58;876;466;655;373;72
537;526;940;75;821;616
426;411;900;152;186;161
528;727;319;703;41;308
180;794;941;708;553;649
377;972;880;994;785;584
596;262;743;36;442;655
22;785;882;723;474;866
632;610;2;895;556;754
840;347;298;68;343;101
100;667;29;575;617;688
79;484;273;90;558;221
996;277;802;277;141;584
662;438;64;100;352;419
696;393;525;340;391;756
944;518;124;821;45;581
538;186;975;858;29;792
201;539;853;267;934;529
332;511;6;252;97;494
905;372;727;449;981;102
85;994;686;988;722;844
883;19;880;378;271;270
239;322;514;945;67;721
797;183;463;973;775;862
286;101;897;753;513;665
977;390;160;394;263;771
796;619;874;478;549;34
660;468;248;237;912;974
543;640;697;29;413;577
229;544;222;240;850;616
510;742;791;218;282;118
987;351;346;659;377;516
542;486;420;572;897;615
346;947;930;356;76;667
917;451;660;615;617;64
356;680;100;90;124;885
371;830;733;436;600;922
72;351;401;38;900;426
571;689;351;366;506;450
729;880;851;744;296;132
673;7;842;671;774;222
665;310;242;986;727;359
827;107;747;499;513;75
468;296;311;523;793;535
629;656;103;682;433;903
400;352;673;301;328;57
567;841;31;75;85;558
335;153;827;10;686;629
698;486;579;785;561;127
637;168;250;404;444;610
319;843;528;426;96;734
529;289;139;861;893;237
458;447;489;378;301;305
275;934;675;149;867;763
887;398;41;485;257;254
477;450;682;159;196;608
255;640;297;917;627;158
227;739;852;136;384;965
334;263;685;229;329;811
944;693;853;14;389;386
6;919;135;211;96;930
878;938;846;290;152;808
997;533;298;748;692;558
310;738;928;182;47;467
5;143;722;147;545;445
219;676;273;248;897;193
499;603;441;406;316;913
213;163;327;270;1;945
435;108;678;346;62;829
528;107;849;53;509;57
502;461;732;284;350;105
835;614;2;869;812;664
721;617;201;13;242;845
577;290;141;244;349;226
472;17;380;948;968;947
605;951;347;800;39;96
766;945;893;892;91;334
810;519;475;329;294;603
654;516;374;698;94;553
243;998;121;927;710;207
231;32;375;878;612;754
747;794;241;233;992;782
978;647;383;657;129;401
251;537;136;61;213;921
617;304;84;473;777;685
45;135;507;365;147;601
675;20;487;339;107;68
669;435;147;544;901;876
212;96;64;290;988;597
107;707;397;456;232;340
15;265;2;532;903;537
204;977;490;493;822;738
874;305;800;450;486;445
63;437;561;17;818;892
573;82;893;456;54;599
917;130;83;409;435;99
68;935;893;873;946;82
11;589;338;796;382;576
56;341;89;295;486;954
370;700;453;865;624;871
234;729;384;544;153;432
339;305;245;858;550;337
573;500;407;303;46;336
57;36;396;296;511;734
449;10;715;737;486;431
721;660;531;256;924;524
776;643;349;336;913;174
70;22;746;18;66;442
327;252;561;382;841;393
506;553;125;605;725;224
24;706;622;285;95;365
558;778;36;852;680;897
60;370;208;757;229;877
801;557;31;300;53;92
994;162;833;812;657;739
532;203;26;191;803;122
615;388;851;798;53;107
446;711;600;850;776;20
15;784;868;503;123;834
336;66;239;112;287;797
888;19;407;128;410;828
769;957;244;598;82;768
94;608;105;933;413;240
57;67;174;991;481;328
719;832;207;712;399;473
405;742;809;933;827;288
317;588;8;421;776;27
114;423;618;622;368;777
915;959;644;833;832;707
245;958;27;767;404;377
881;862;174;859;804;713
683;712;977;951;839;202
627;983;119;68;532;898
643;201;805;85;776;934
975;463;784;509;102;507
341;187;726;58;601;637
409;934;516;147;408;348
411;154;734;973;490;112
281;699;119;835;109;733
815;110;232;374;75;525
628;754;322;439;654;430
216;741;694;441;770;455
709;206;748;347;624;696
638;317;306;608;710;482
509;110;208;732;67;64
62;71;282;999;357;494
678;223;257;282;523;114
348;320;658;897;814;287
933;336;671;765;604;981
223;420;965;199;957;834
201;155;511;247;175;796
13;980;227;792;259;883
173;142;351;754;620;395
242;120;319;442;815;356
298;894;498;666;337;676
888;649;360;880;991;38
373;699;392;420;409;596
733;28;156;905;885;980
432;283;159;449;421;929
632;211;398;396;474;731
95;43;115;287;746;39
969;31;627;794;934;905
117;702;838;35;184;167
869;252;437;382;827;994
264;293;872;312;724;878
386;411;600;302;843;425
249;645;45;172;767;578
965;79;643;141;860;955
479;480;847;746;286;485
509;675;212;730;900;477
647;866;82;783;193;481
657;927;265;2;156;645
831;816;521;906;787;399
718;514;451;803;611;240
783;911;991;171;472;651
773;217;396;308;453;367
973;714;892;759;310;760
698;699;410;627;126;711
100;881;975;741;341;700
736;716;420;13;34;985
510;722;912;12;665;650
802;995;834;919;355;853
801;491;331;881;316;886
592;878;336;719;198;548
989;902;601;873;15;748
778;9;290;675;433;335
430;809;742;956;839;384
192;272;665;933;6;373
476;229;184;560;491;764
185;315;820;854;552;838
834;867;797;850;94;920
38;61;23;211;46;158
665;430;28;750;695;809
486;938;11;920;110;471
646;308;939;105;172;995
975;919;500;55;657;745
997;461;442;646;725;211
782;70;340;223;505;762
601;131;701;336;6;466
836;784;367;152;767;666
488;768;858;599;967;829
293;638;577;796;829;347
158;468;577;395;558;345
443;81;300;751;616;763
816;766;4;227;878;611
697;782;976;416;106;57
302;936;535;151;351;931
647;98;414;143;538;185
327;291;13;434;241;384
545;268;890;281;102;102
695;414;491;642;350;45
812;423;33;805;574;826
126;788;374;352;630;469
775;269;596;719;269;982
183;173;999;216;500;429
157;87;379;448;515;423
916;613;914;191;78;970
841;861;317;523;775;589
297;411;610;327;885;136
839;730;376;334;87;152
329;664;215;845;816;522
608;979;2;81;305;877
671;627;346;978;54;992
139;911;272;824;154;640
144;996;862;711;203;138
176;458;200;415;279;923
643;139;49;295;89;625
403;147;167;464;807;720
733;882;415;700;139;467
404;109;924;647;68;47
536;550;146;360;666;157
293;450;785;682;157;195
427;44;88;616;868;941
860;105;665;909;880;771
117;458;312;764;825;763
190;857;70;659;930;681
691;273;586;949;797;99
516;326;171;204;95;630
394;621;18;221;405;831
902;670;7;358;210;194
511;312;15;120;235;128
464;47;228;902;769;602
7;345;952;887;372;498
448;654;984;51;336;601
357;217;662;218;64;986
600;675;735;115;813;314
110;524;289;399;516;764
125;954;135;420;699;359
860;955;752;335;58;314
164;699;674;247;901;347
81;535;977;876;427;423
498;667;83;640;37;337
530;960;385;204;492;556
973;472;137;715;519;928
323;609;425;761;891;558
828;70;746;685;864;160
222;128;235;618;84;742
988;624;749;444;757;903
517;835;20;778;696;608
714;567;639;403;615;548
923;531;742;193;723;856
991;444;591;966;364;286
622;271;464;475;755;403
251;802;626;832;164;588
765;403;452;325;648;337
423;18;915;18;992;3
55;950;478;423;486;802
740;593;431;400;476;653
819;459;383;762;60;978
400;761;414;916;331;659
263;118;895;244;994;91
149;905;279;809;242;293
158;402;868;223;204;487
393;905;685;481;618;410
288;860;655;364;464;2
626;170;624;919;567;834
848;851;9;851;356;467
720;423;865;842;340;980
151;747;256;22;110;999
888;565;241;698;547;5
885;772;232;398;816;855
729;147;197;442;756;160
372;118;638;563;93;788
828;267;59;394;48;50
317;966;257;110;112;156
910;281;382;543;492;54
238;379;167;925;130;679
476;574;484;607;901;988
624;886;517;287;772;926
51;351;964;226;2;130
326;388;846;698;696;592
317;503;62;191;442;442
806;543;679;239;372;757
662;759;690;61;9;814
329;742;494;301;764;353
513;820;791;677;915;635
58;974;589;577;70;82
786;515;877;37;111;366
746;810;620;559;417;860
215;261;733;210;211;264
110;546;732;440;247;157
175;832;643;44;463;34
211;333;820;362;104;342
601;847;317;585;13;908
252;773;568;780;103;562
557;679;84;879;924;929
918;733;144;882;477;460
428;252;565;550;169;993
409;326;534;511;350;727
250;267;743;307;304;273
37;764;72;857;911;396
244;28;905;549;996;926
28;743;275;80;130;734
248;74;313;504;723;611
377;29;152;18;41;802
743;153;713;846;523;702
405;624;571;771;842;146
786;718;574;171;306;364
400;33;28;482;882;967
204;942;160;667;486;105
401;943;671;443;872;424
866;233;799;852;437;487
80;2;760;912;217;226
954;888;78;804;54;938
81;876;15;495;566;838
95;324;957;126;431;259
994;564;128;443;370;629
515;337;352;146;734;814
482;142;31;114;89;222
402;724;142;195;469;970
392;965;880;962;19;573
146;17;170;967;469;504
94;697;752;932;897;68
255;272;746;39;365;896
558;959;982;280;237;316
606;127;364;359;760;652
937;549;93;298;918;605
431;6;92;485;743;380
141;470;582;544;822;619
670;822;956;632;167;251
236;865;869;414;291;667
761;796;615;911;679;470
205;777;812;947;624;790
947;729;191;626;427;639
301;534;373;207;191;765
73;683;282;726;715;502
780;83;189;398;532;902
679;952;810;84;514;363
753;684;518;455;229;453
488;477;291;858;729;923
135;827;900;458;453;290
949;859;401;935;699;540
460;8;818;509;54;344
722;689;164;241;77;572
131;669;461;313;220;142
490;614;957;484;725;109
177;900;768;658;688;424
368;947;718;359;440;609
141;593;189;624;730;738
452;221;799;19;505;424
213;974;800;128;490;787
850;819;150;761;677;224
641;165;954;267;345;686
547;280;979;341;729;304
203;571;494;425;301;476
234;423;794;230;722;364
83;955;411;594;451;434
50;479;394;137;96;179
169;441;14;637;555;982
486;604;317;7;640;515
188;86;234;662;97;428
172;36;898;982;72;207
362;808;952;870;256;710
474;531;685;117;472;853
885;678;198;410;683;111
729;501;344;902;499;647
970;905;358;720;277;336
425;415;681;209;481;388
305;178;431;720;419;439
453;650;684;16;779;172
658;800;981;737;589;533
384;658;419;882;550;660
720;671;964;164;584;779
80;339;567;763;722;829
344;347;189;11;595;375
950;799;122;586;423;336
703;236;899;772;621;315
646;40;244;982;510;360
224;218;320;626;28;134
149;410;2;324;364;337
210;448;408;281;792;154
675;639;970;563;435;7
532;698;352;305;395;741
95;46;738;453;900;979
766;233;340;243;787;874
882;881;458;807;192;576
12;830;198;914;97;593
610;633;430;970;926;177
440;297;253;665;1;124
267;195;589;186;686;503
127;567;469;168;604;306
579;405;735;812;847;735
760;858;768;648;746;925
407;289;49;363;136;135
844;723;987;469;293;403
657;289;411;777;159;936
649;875;906;895;622;179
485;952;946;468;807;441
743;464;906;668;86;678
921;161;610;775;746;559
951;248;930;777;940;867
166;373;121;579;653;339
373;191;151;167;671;824
491;829;19;227;351;314
318;774;769;785;402;615
382;418;319;349;156;563
736;925;573;802;232;996
524;585;368;215;213;167
540;957;846;116;948;448
695;999;956;632;210;813
574;424;993;338;599;300
792;919;10;70;465;795
66;512;303;151;45;344
8;401;222;84;296;435
215;583;358;925;315;110
112;160;497;942;969;73
863;391;749;967;649;901
885;710;821;803;44;446
651;277;578;883;838;866
652;195;4;281;553;723
912;296;196;228;589;90
780;824;862;732;465;978
106;749;141;981;353;975
94;996;872;31;405;564
945;921;569;790;321;837
945;269;167;952;251;123
2;717;879;275;856;910
211;960;23;502;180;466
376;299;723;423;878;236
870;754;327;134;669;775
70;986;444;516;485;568
790;145;145;613;725;772
686;373;177;955;975;962
483;92;376;539;273;238
288;693;215;339;790;823
814;19;578;448;999;496
343;45;354;663;317;878
648;944;338;730;86;493
922;726;578;765;213;63
437;829;925;418;408;650
810;844;972;204;739;713
460;368;278;427;456;210
570;382;97;498;2;819
962;460;569;850;430;65
99;153;956;730;391;171
829;573;795;584;380;363
971;889;100;525;21;392
894;486;143;80;125;528
80;991;719;946;925;170
352;721;163;900;56;384
845;77;291;113;954;558
915;17;921;882;815;823
492;255;860;130;708;16
15;148;775;114;764;985
404;924;351;961;301;145
513;535;121;372;983;465
580;198;209;214;808;591
936;623;311;944;689;807
58;304;756;416;445;845
145;778;107;926;855;131
758;240;238;621;814;759
550;281;61;266;370;293
611;135;295;314;942;387
721;118;329;3;695;559
147;138;131;400;703;484
775;986;975;670;530;798
960;861;57;220;516;747
266;781;660;521;111;583
181;954;66;102;97;245
796;387;427;428;413;52
642;629;489;920;225;109
903;864;747;288;212;663
64;92;679;251;557;2
229;173;179;683;306;125
620;362;630;797;378;788
636;739;363;452;181;589
837;808;251;578;597;206
768;82;148;114;466;880
657;594;979;609;46;15
587;264;717;417;841;12
901;133;623;815;473;92
252;196;464;645;486;371
836;396;786;5;341;704
240;330;518;923;794;640
743;821;348;612;116;169
66;383;635;434;250;227
690;380;331;30;514;207
81;209;13;362;425;521
212;530;223;786;860;458
24;508;552;92;258;894
148;581;426;882;611;316
151;343;919;572;835;946
254;386;979;328;941;673
312;250;175;327;565;643
288;340;985;892;293;5
970;973;432;784;244;337
53;915;279;853;875;832
281;577;340;768;737;602
908;17;739;313;963;39
997;92;140;344;261;670
69;310;545;669;829;20
556;994;429;296;762;630
896;819;700;578;138;916
223;471;649;342;969;800
692;502;924;354;693;977
56;561;873;712;124;621
158;649;901;807;953;457
174;57;498;65;83;886
199;834;331;71;24;822
76;9;469;941;939;776
568;406;451;363;353;896
732;650;90;304;994;258
860;575;41;483;977;867
756;404;666;865;160;178
296;245;547;424;353;117
497;423;149;398;142;80
959;581;177;726;125;385
833;938;29;858;959;827
214;431;679;206;259;153
892;218;265;634;784;357
172;883;370;970;117;424
642;712;709;73;338;713
965;779;576;802;844;353
522;525;927;859;882;815
829;401;189;118;192;21
799;70;831;265;531;978
749;885;375;501;929;468
314;84;691;51;471;860
348;313;945;201;506;356
214;725;464;723;944;583
117;570;104;941;567;387
312;327;236;565;339;451
420;767;949;742;839;352
123;120;860;272;702;284
928;96;429;259;177;94
672;294;161;724;242;586
492;155;474;719;230;770
566;631;9;18;961;352
473;75;98;918;521;814
309;610;958;250;795;71
251;97;957;583;842;806
213;401;386;249;706;643
453;119;351;223;223;174
935;674;101;789;824;567
49;462;49;396;684;244
755;546;465;307;574;410
623;904;340;178;636;720
592;970;905;891;820;339
575;565;78;124;677;171
818;436;77;819;72;959
593;337;804;244;183;81
845;129;696;99;333;969
53;858;667;812;596;759
572;336;733;458;656;754
69;339;945;931;632;578
941;643;818;176;222;517
258;129;678;723;285;469
14;485;735;17;169;631
255;326;369;106;2;990
728;48;501;788;69;782
949;11;51;536;121;631
910;67;573;614;633;99
453;387;475;345;316;500
680;407;938;974;52;174
649;938;569;141;407;232
890;658;904;261;224;958
962;101;50;990;806;818
742;985;489;884;408;939
638;937;357;463;881;671
22;671;904;504;772;789
178;409;600;844;803;353
543;750;36;71;807;349
440;628;257;830;326;599
364;665;630;415;62;254
27;785;495;304;499;278
408;890;271;300;778;534
919;460;637;462;330;777
576;196;749;583;590;968
752;242;708;845;532;742
859;161;509;774;118;651
514;265;541;389;545;995
909;47;325;105;165;394
93;509;683;203;489;286
998;981;933;924;699;647
792;225;612;540;783;307
24;442;991;65;527;497
56;329;977;375;103;306
553;874;409;684;752;919
332;677;318;188;683;883
10;926;600;496;451;368
607;723;311;157;138;916
178;615;65;143;837;636
870;658;165;424;798;268
349;304;332;209;383;579
114;603;724;709;996;972
22;652;90;965;918;214
853;845;295;23;174;714
796;282;845;598;141;709
796;380;615;886;949;851
785;803;122;45;326;789
890;860;911;521;171;42
989;488;275;485;113;224
317;613;223;852;294;70
929;103;613;76;895;304
267;249;781;430;410;759
371;81;503;478;116;6
505;921;623;208;567;339
496;874;361;58;228;889
634;289;757;943;32;747
571;694;854;504;453;407
925;199;172;375;370;789
714;725;370;183;458;186
609;125;152;972;382;857
963;499;663;857;967;665
492;996;634;265;913;745
129;598;553;464;217;932
186;154;902;761;960;588
465;470;260;517;881;562
188;906;718;668;424;706
305;432;375;752;804;954
567;31;447;341;278;195
437;820;910;441;331;814
174;641;836;872;757;874
278;288;646;579;734;33
549;496;879;639;660;66
838;673;354;230;859;379
284;254;774;169;108;693
733;54;854;511;158;844
957;298;780;713;189;420
822;988;702;355;139;721
614;524;276;387;895;953
81;149;428;360;465;59
449;48;963;975;775;141
173;434;196;190;838;87
522;530;926;565;161;297
771;122;533;690;686;303
28;826;924;715;363;700
577;328;980;741;343;624
410;340;550;231;39;600
554;472;282;895;307;671
641;107;253;665;181;289
714;28;284;440;907;196
12;23;457;450;459;941
711;371;643;604;287;677
223;738;234;266;897;68
599;232;609;449;279;46
739;921;303;312;49;973
625;638;29;814;185;277
133;315;637;48;238;54
982;937;198;169;208;692
291;959;782;736;332;101
595;129;536;740;427;767
172;245;273;462;622;15
946;805;668;666;95;484
940;883;801;203;533;590
81;25;898;634;286;889
29;702;432;770;665;585
931;594;387;392;796;342
682;386;749;230;401;611
905;810;162;333;706;238
529;904;130;758;153;643
152;711;55;410;656;267
647;275;162;942;630;362
680;702;452;213;767;470
189;194;380;10;802;114
334;898;468;750;606;746
978;937;756;745;508;524
569;574;158;464;694;754
583;123;656;25;768;135
998;719;837;290;432;931
624;353;742;943;343;204
962;305;366;603;575;567
688;217;282;917;120;647
563;39;188;312;725;271
271;561;717;272;787;97
375;94;645;634;893;25
829;908;82;672;225;839
729;203;450;862;581;810
397;180;376;432;572;719
234;510;456;637;664;79
620;417;28;240;797;633
193;936;363;107;936;351
838;899;615;425;86;343
928;358;842;998;172;187
157;745;453;29;354;785
650;449;435;281;863;418
545;535;551;395;852;968
931;955;255;378;432;149
858;626;62;860;185;645
873;920;626;351;499;17
51;622;540;182;804;205
30;205;574;657;730;117
653;490;635;511;164;981
246;902;384;384;469;955
202;96;968;62;372;212
641;974;887;482;58;594
658;12;71;163;481;766
978;254;605;951;132;611
609;681;963;722;273;968
392;848;120;903;739;524
708;814;762;938;374;499
794;568;204;458;429;356
431;286;301;586;601;756
378;935;266;685;271;581
710;539;776;744;743;773
453;742;326;698;929;523
257;336;474;94;903;155
652;326;417;572;583;204
490;747;967;89;241;900
519;127;79;665;761;101
430;833;126;773;540;694
757;719;860;307;334;886
326;839;488;906;505;36
198;132;531;247;822;608
145;186;197;754;747;185
978;919;223;15;25;729
271;572;85;390;208;428
281;997;700;451;887;36
742;706;31;507;497;574
11;604;914;639;571;152
117;837;795;166;297;600
874;989;568;298;376;595
374;167;288;973;757;932
257;81;852;547;2;367
470;257;159;255;114;870
274;192;66;441;434;366
383;367;470;803;474;929
901;943;450;54;744;293
149;517;742;563;749;220
421;793;928;972;329;531
670;125;961;894;727;276
428;664;693;266;411;478
190;980;630;787;926;645
855;785;694;352;493;747
870;367;533;90;919;504
149;4;370;9;944;933
524;608;736;826;919;444
380;54;182;196;644;883
965;482;380;763;737;697
876;755;780;596;486;351
339;113;791;742;705;324
408;511;493;201;269;90
769;314;81;51;430;462
24;538;732;660;493;462
713;530;453;807;500;6
489;400;823;383;646;672
558;206;327;889;958;51
320;917;640;409;728;293
440;577;458;746;537;336
240;193;753;927;667;640
365;453;974;473;581;503
955;675;465;32;340;48
113;876;927;198;523;370
726;19;637;818;532;551
124;743;122;508;94;651
941;2;929;713;580;560
642;593;326;711;372;610
315;71;265;100;708;409
44;353;772;106;203;386
443;473;768;954;273;899
851;906;729;593;798;78
377;645;595;300;418;33
690;245;485;639;450;49
185;802;704;194;910;666
249;906;79;355;177;720
59;176;6;389;366;125
803;807;789;608;714;425
202;85;503;903;23;49
642;991;765;44;973;946
209;104;942;486;596;767
825;305;466;811;997;532
194;873;157;501;752;752
845;153;986;438;652;173
450;451;18;928;72;316
766;169;553;351;967;396
326;670;89;653;245;479
140;432;715;392;812;171
602;370;334;3;364;768
249;783;615;486;188;274
491;912;357;673;426;682
939;770;761;759;657;658
894;281;594;450;600;819
194;382;630;736;45;767
629;837;979;855;942;492
554;629;838;142;796;423
756;896;496;276;301;813
974;402;223;512;655;370
958;299;108;742;391;13
89;481;840;131;917;809
507;159;66;684;5;151
596;502;850;986;359;237
158;435;534;516;815;366
6;702;312;613;565;821
606;426;995;582;752;20
421;324;542;292;538;148
83;799;966;967;334;565
889;900;534;97;822;514
759;465;341;193;152;34
23;68;272;601;308;108
571;316;85;137;181;395
413;106;117;162;874;671
266;75;217;102;889;714
434;83;786;336;214;626
889;695;810;532;84;88
526;230;322;864;183;889
478;382;267;593;997;739
508;821;845;136;724;900
890;931;399;749;125;509
862;947;684;832;90;832
256;259;301;208;931;341
589;861;464;520;942;380
638;816;983;162;748;717
423;102;623;949;874;482
770;552;719;640;660;53
589;2;823;130;226;358
900;656;486;610;232;977
791;982;75;272;497;862
254;46;305;15;490;574
444;535;672;163;990;797
561;117;970;729;94;520
832;184;98;465;516;319
201;431;251;140;648;570
838;570;38;413;176;827
219;663;989;403;747;574
846;712;127;647;863;605
774;88;506;640;294;326
390;226;907;503;547;287
442;798;540;504;555;123
855;529;733;476;306;325
877;53;218;710;687;271
846;567;227;276;464;339
692;930;842;787;571;974
405;747;790;550;743;565
801;720;601;381;635;185
673;45;495;827;51;386
271;260;525;65;63;6
158;785;495;417;605;583
728;553;240;745;189;422
866;104;855;914;950;958
986;687;396;231;454;515
742;440;983;751;463;83
195;812;671;24;819;635
168;300;938;770;165;556
862;745;26;24;747;702
912;323;172;145;619;596
399;847;606;957;327;806
670;509;1;687;441;881
602;155;769;561;450;613
590;623;323;134;364;204
101;704;319;386;431;223
318;271;863;271;794;660
183;260;786;192;936;257
552;611;733;683;373;167
140;98;652;659;521;759
17;615;218;860;716;758
101;267;616;803;81;447
750;412;84;447;850;453
41;721;354;152;538;883
606;620;813;68;270;348
874;697;109;808;694;932
366;292;701;640;263;218
588;938;940;936;947;170
212;116;741;232;750;230
963;361;376;378;176;752
703;662;918;220;390;899
110;792;74;611;812;650
856;329;561;772;905;456
622;611;842;564;913;495
192;240;542;68;631;461
558;476;936;3;20;76
