weight;ph;avg;watercapacity;bacteria;solubleprotein
38;227;687;367;596;491
294;978;499;624;162;566
741;57;401;470;249;264
51;122;967;752;605;74
955;764;737;83;153;816
700;506;228;491;981;790
784;301;587;14;296;689
258;381;949;70;582;542
930;446;269;46;797;10
928;642;585;671;295;557
799;698;887;655;460;841
60;563;705;461;56;839
802;73;558;128;659;764
478;639;717;890;755;61
727;713;156;719;573;904
398;277;700;737;723;701
343;369;522;905;345;346
261;35;271;295;607;862
167;136;697;700;385;695
132;593;976;72;782;404
153;498;79;214;182;896
271;53;901;357;125;782
248;804;139;225;51;407
214;307;847;932;138;27
62;750;943;828;597;57
854;206;247;719;972;76
359;442;625;366;292;193
86;494;10;698;731;636
546;450;543;38;497;103
531;361;356;906;655;718
182;912;319;307;504;790
511;949;83;957;114;495
996;418;879;758;665;933
394;710;803;761;907;154
15;803;635;425;712;549
377;359;534;937;647;834
48;178;158;202;953;777
423;173;343;873;581;476
787;189;812;173;576;145
60;142;219;581;319;306
898;52;593;873;315;649
498;865;39;958;397;41
267;190;339;224;438;751
319;901;452;175;601;672
59;100;714;169;513;394
594;67;81;641;399;669
469;718;799;548;258;12
295;993;937;626;775;312
712;168;650;291;437;712
958;342;834;949;996;458
119;233;939;231;816;143
695;466;409;38;953;604
734;842;202;807;381;984
819;980;704;364;389;107
709;702;168;447;538;840
257;11;566;491;78;784
257;894;859;218;15;941
784;495;462;153;473;322
927;104;100;708;404;167
128;795;427;846;38;541
547;765;635;277;723;486
133;341;951;315;415;23
997;687;761;717;77;824
467;368;213;434;716;358
284;504;944;354;783;689
607;511;201;44;885;715
935;123;462;653;772;262
718;107;518;169;817;388
731;100;244;9;225;215
536;877;211;945;654;494
913;411;597;578;637;893
388;431;827;817;416;28
643;862;883;522;224;788
999;92;103;396;914;873
483;391;652;772;956;997
28;507;595;150;20;950
439;202;461;111;451;315
645;254;878;578;751;213
821;799;374;267;375;857
268;373;852;510;224;403
224;882;485;227;450;409
641;933;987;355;62;925
70;947;163;442;681;33
985;818;590;333;668;490
232;872;722;939;231;647
599;583;487;655;6;590
728;872;149;762;491;159
866;180;485;244;643;581
992;977;598;545;28;850
487;215;25;347;884;829
590;756;390;505;964;859
169;471;786;46;44;416
402;801;109;312;530;735
573;942;738;414;285;769
219;183;913;1;556;857
698;136;322;539;87;688
255;950;162;508;49;671
490;863;301;919;852;79
671;714;240;913;413;531
240;761;738;713;486;191
332;633;524;653;134;323
63;225;428;737;878;635
1;235;341;534;948;244
318;23;174;825;494;206
879;106;754;661;298;411
645;461;362;44;239;851
36;697;301;80;948;69
471;118;998;990;697;33
879;828;849;441;521;804
552;381;462;935;816;899
448;695;510;861;728;328
997;700;473;621;13;368
883;363;55;550;609;877
577;715;283;769;622;166
486;199;761;722;527;69
344;583;686;715;28;327
922;857;133;806;363;915
220;404;892;137;81;741
86;531;975;362;53;751
316;75;262;695;98;528
493;239;682;367;788;939
738;188;139;122;461;930
988;507;350;843;228;223
27;683;857;381;187;954
604;596;927;167;994;287
176;599;778;88;260;342
272;677;445;873;766;187
855;590;669;25;557;208
676;142;393;719;406;858
642;915;520;755;988;97
948;797;773;861;928;967
972;220;829;113;720;125
531;611;781;689;987;143
947;270;130;892;811;292
209;733;170;987;538;308
920;386;350;830;709;550
15;403;980;87;626;350
387;86;597;89;156;57
620;358;334;716;657;925
907;287;25;886;456;725
388;248;105;984;791;560
167;834;406;613;470;202
195;717;444;145;738;898
870;386;405;268;359;648
171;129;375;901;203;590
544;470;107;274;23;657
459;265;113;752;132;108
161;154;221;281;356;584
877;756;135;135;548;829
57;287;460;608;527;99
96;724;208;843;162;409
938;756;899;341;710;969
551;528;389;176;853;288
861;103;204;577;567;527
818;811;837;899;602;63
468;580;210;675;991;570
868;57;109;581;735;509
80;969;171;858;882;690
835;420;253;298;134;705
261;863;62;243;630;269
119;68;892;313;19;26
54;82;370;116;479;806
540;493;445;968;130;885
920;168;832;159;126;93
606;830;307;150;42;811
292;513;994;27;700;945
827;490;272;266;550;414
328;778;708;902;919;10
839;805;251;731;799;746
612;848;996;277;213;850
277;842;493;169;502;253
733;864;874;342;395;642
19;944;298;68;430;465
75;18;860;25;578;520
567;979;433;558;895;16
840;787;944;200;776;388
902;339;873;834;531;518
336;136;996;399;665;258
136;95;107;77;249;69
594;113;563;642;394;15
72;854;191;944;860;838
349;57;654;6;80;452
816;717;920;990;166;133
680;407;66;742;966;169
8;859;894;212;524;159
711;259;87;693;787;400
771;416;724;378;274;425
95;269;745;668;521;670
114;266;948;505;888;257
727;312;594;421;666;592
93;767;767;644;772;188
17;283;807;983;130;639
215;423;716;298;250;232
58;650;454;215;414;464
886;171;29;395;288;116
851;100;42;911;854;59
52;439;722;808;424;410
941;691;967;240;340;705
751;655;40;854;667;454
945;857;476;89;280;822
713;608;672;491;326;178
847;327;976;361;732;375
768;780;505;568;973;172
659;617;253;987;35;336
981;548;51;36;924;670
577;930;737;917;701;687
44;901;446;425;220;567
605;195;237;309;84;805
817;201;742;139;13;362
959;603;888;593;945;287
719;89;991;180;329;457
94;527;312;162;323;452
758;95;185;47;175;313
691;312;521;935;252;425
404;353;802;766;450;310
863;567;28;749;434;313
897;710;542;478;240;451
646;508;335;192;394;526
162;237;171;155;38;315
880;469;257;74;961;35
953;310;860;620;156;871
489;323;279;81;331;866
196;729;739;362;304;265
599;297;66;507;905;235
317;317;234;333;674;238
933;827;666;720;779;881
64;363;20;119;167;80
430;11;613;679;558;383
951;598;430;359;628;320
470;390;739;978;915;661
878;718;257;450;816;949
176;129;124;514;277;388
307;455;488;91;305;877
118;654;826;366;528;70
55;789;285;340;318;755
101;956;539;757;179;854
223;529;336;403;265;814
205;399;441;944;653;540
31;159;237;240;779;634
95;708;684;882;363;393
773;961;975;176;919;668
268;548;7;483;741;647
932;143;421;108;256;565
721;854;798;277;422;942
5;465;731;590;624;218
56;752;460;394;752;557
98;722;732;200;104;442
803;428;520;589;242;282
174;248;57;233;193;246
599;204;856;966;578;646
168;621;299;292;197;184
881;15;783;810;793;648
46;516;941;84;909;815
338;691;312;250;387;338
949;897;894;791;432;651
772;964;189;975;290;30
441;45;452;53;47;71
840;617;835;385;3;264
929;531;589;317;898;410
579;827;499;536;3;138
475;760;156;718;168;390
950;31;90;728;702;147
11;430;248;945;842;541
641;933;933;88;447;766
571;686;322;231;846;949
81;593;577;549;737;249
793;650;416;296;129;381
166;568;96;609;485;991
807;555;809;253;46;607
122;130;800;817;370;8
697;64;436;969;545;440
809;733;741;850;464;262
630;381;471;928;416;421
564;962;256;326;772;107
437;931;736;498;228;352
635;762;593;989;991;966
376;946;646;620;424;158
829;72;524;213;188;571
488;1;366;134;929;214
768;684;641;471;76;371
187;717;317;965;818;385
995;932;775;705;671;211
921;35;766;94;449;278
995;591;326;552;206;866
500;478;292;386;20;41
881;685;688;573;382;459
570;827;587;430;383;960
474;880;420;581;798;436
715;967;171;421;646;462
557;754;956;142;628;993
843;333;261;16;838;716
469;877;713;235;936;560
25;803;180;315;213;955
180;153;120;284;342;336
878;608;126;39;52;230
24;364;701;308;562;551
884;419;944;583;705;283
682;910;135;361;746;77
632;406;801;799;950;558
750;50;649;699;425;75
242;556;996;443;496;980
916;286;602;244;318;841
2;560;154;778;545;317
400;441;122;159;363;181
233;800;855;366;484;381
808;608;3;23;702;56
240;988;233;655;939;486
670;874;920;128;536;673
211;745;435;132;48;928
137;329;537;18;379;520
15;724;698;745;350;996
202;10;41;472;52;352
83;297;802;154;132;253
548;701;487;979;758;147
350;58;776;96;415;466
547;815;368;82;598;743
947;554;984;169;224;308
179;610;857;570;782;121
429;142;833;93;460;940
537;727;636;58;517;398
209;976;337;145;481;757
565;824;579;722;792;532
673;666;823;482;669;859
339;737;257;554;578;618
317;189;144;131;261;395
560;759;814;880;564;923
827;80;429;892;710;95
38;318;994;812;652;1
629;244;832;85;524;815
527;108;869;850;239;958
170;991;271;133;833;844
359;20;148;810;633;567
110;215;303;908;621;27
536;175;152;147;299;562
495;714;370;966;515;944
21;154;888;261;62;84
659;981;789;6;553;898
475;379;385;813;309;597
576;962;166;994;892;241
457;750;907;226;849;435
958;867;342;502;993;154
798;157;797;842;583;586
562;47;8;417;421;523
921;516;367;191;260;685
193;451;192;699;224;746
526;981;163;350;350;765
132;433;299;673;451;190
566;645;190;252;445;582
447;578;934;822;802;652
263;948;53;490;38;920
169;280;117;340;934;155
705;385;94;738;12;248
77;629;129;422;702;79
837;741;64;220;578;86
420;526;348;729;482;520
58;620;844;819;196;334
742;160;983;683;837;155
144;686;739;988;266;377
987;662;742;299;414;870
698;722;959;688;668;946
59;744;656;705;580;154
207;605;721;970;414;468
443;989;452;658;863;855
428;512;282;964;759;517
917;861;434;68;408;116
565;946;693;529;222;867
37;946;89;82;381;709
684;273;349;703;690;825
910;370;588;767;867;352
411;540;328;116;448;938
417;765;340;857;526;370
893;739;883;910;474;1
365;37;797;193;7;91
715;340;909;231;43;228
446;622;534;791;344;769
705;151;410;879;207;769
693;486;841;837;306;417
831;808;264;168;609;275
540;177;768;445;448;312
761;745;263;111;979;968
471;168;896;897;346;718
653;64;733;467;40;43
234;144;259;555;135;885
63;242;190;795;944;716
429;393;892;33;752;73
159;892;226;100;658;443
943;215;761;120;402;643
983;35;868;807;985;777
482;684;406;45;868;815
513;298;318;202;9;896
441;780;955;988;433;432
200;528;472;737;730;234
345;105;958;398;945;906
957;713;269;344;744;153
473;574;311;845;999;386
245;997;927;335;311;943
361;818;204;569;453;989
48;337;447;2;40;488
274;22;582;943;882;141
615;322;437;960;563;941
831;6;479;883;718;782
592;359;662;63;268;292
313;960;813;703;678;258
253;252;874;18;133;989
13;420;83;803;380;273
801;72;406;460;79;412
236;59;113;47;548;948
303;161;954;464;574;676
76;488;825;853;34;473
899;840;666;614;714;686
302;883;889;687;523;204
697;72;867;322;614;635
214;415;42;815;85;755
59;376;815;447;204;429
18;931;936;165;306;457
511;662;20;965;457;348
205;6;470;794;664;660
81;366;263;325;65;29
475;80;454;979;145;613
665;37;96;248;167;102
763;113;378;794;181;871
340;863;563;483;450;817
183;835;250;274;162;832
545;755;227;96;104;106
270;98;674;464;917;31
587;178;729;15;369;958
7;746;776;455;824;313
310;844;799;872;135;622
586;501;132;630;835;301
198;793;186;155;464;395
779;836;750;677;196;202
628;463;748;92;50;275
415;310;506;408;180;482
477;976;395;736;122;130
950;397;694;673;645;440
219;13;224;88;944;889
857;421;963;874;873;970
676;103;616;903;628;417
617;432;33;268;546;152
795;340;575;444;896;747
350;208;975;797;374;559
486;631;340;399;533;71
109;173;157;407;33;375
261;627;344;344;862;419
800;592;739;354;619;195
608;130;433;145;499;412
439;739;938;113;174;414
191;116;287;306;949;67
307;53;810;158;455;13
301;361;736;469;945;354
691;580;520;438;328;103
416;478;653;775;85;141
215;464;81;328;635;877
697;971;891;107;742;388
443;925;332;243;236;590
850;919;982;461;515;390
767;454;186;998;426;810
700;622;377;703;631;675
61;869;896;82;179;774
154;196;311;708;631;43
126;956;826;801;214;836
121;129;467;857;466;25
59;758;128;439;263;554
59;967;397;300;115;835
976;879;446;28;950;749
350;877;311;985;486;819
885;757;872;393;187;870
147;645;7;781;314;866
763;375;12;600;52;282
925;241;168;899;637;752
489;624;759;888;971;340
432;501;597;898;522;302
968;808;24;379;997;746
271;539;285;233;168;514
197;780;325;523;443;803
74;23;98;719;626;995
596;439;589;890;925;1
10;915;652;698;790;434
220;612;387;181;144;716
183;964;764;197;485;863
735;793;236;216;437;785
56;703;859;434;784;295
926;481;875;586;66;141
831;199;270;669;334;284
872;536;926;894;900;220
323;238;787;382;849;541
373;780;1;244;166;20
339;993;622;254;135;862
892;81;104;18;44;456
444;716;694;427;285;267
259;689;119;925;646;15
457;813;38;757;160;385
110;750;931;267;578;559
125;606;775;643;794;111
867;905;717;550;298;229
206;731;24;671;110;78
831;264;797;701;58;722
345;708;918;956;31;194
571;708;811;343;640;803
837;463;230;107;230;862
326;140;731;855;537;562
886;282;161;248;453;987
135;282;328;294;53;139
211;943;351;33;14;232
568;284;819;129;846;107
472;254;59;80;123;956
746;781;821;838;522;36
679;486;19;267;804;575
855;504;598;101;226;152
14;778;916;772;468;961
58;746;827;761;508;17
820;21;459;457;94;711
404;333;564;77;643;52
462;111;865;12;387;318
602;654;543;103;681;483
201;755;698;173;66;44
411;352;990;924;725;406
401;362;832;790;644;656
260;155;842;277;274;949
180;923;363;530;256;988
528;705;163;818;356;816
943;288;41;201;564;493
29;776;994;701;592;343
1;838;374;782;188;4
385;931;190;687;115;457
712;455;337;251;989;968
584;722;872;315;765;29
52;507;725;723;30;314
114;420;480;407;789;921
357;116;772;221;318;595
691;878;49;42;102;597
378;656;657;729;357;957
668;65;751;935;324;218
25;236;595;710;266;398
273;712;215;789;338;178
942;947;618;100;17;233
165;629;417;627;818;153
941;184;462;403;250;507
94;920;651;447;407;984
748;871;541;673;832;378
329;442;789;803;844;71
296;115;227;892;953;807
663;207;409;565;945;37
909;603;118;908;258;738
312;881;67;389;528;984
680;931;829;840;812;477
57;99;336;806;599;998
958;186;395;85;75;977
221;242;545;895;606;696
686;32;88;756;567;785
75;273;234;818;102;521
972;963;132;81;436;729
123;321;263;818;987;389
443;664;935;86;525;293
808;450;529;54;564;281
448;955;296;434;242;751
611;248;593;344;308;860
524;51;320;87;680;121
463;814;841;885;834;773
457;165;750;410;976;365
893;598;97;954;433;870
50;476;88;191;309;837
711;554;861;33;882;348
154;481;959;623;866;355
397;213;394;840;53;774
336;578;651;9;547;820
714;623;783;915;181;44
227;330;12;946;313;893
589;384;92;360;707;796
762;914;940;119;896;91
465;369;134;899;528;803
1;62;781;162;693;751
122;663;522;355;226;858
860;250;148;116;408;803
246;427;228;817;597;220
466;969;484;794;541;501
7;529;767;243;95;618
305;590;585;774;610;546
722;17;297;808;852;227
674;275;741;174;833;929
496;640;721;646;88;577
968;542;30;887;847;492
558;628;425;58;271;356
596;823;129;234;602;913
423;485;406;750;616;950
39;631;60;7;733;428
784;748;192;574;232;200
935;843;814;935;591;639
311;394;967;595;766;683
144;348;309;938;284;180
970;783;174;270;775;423
695;789;817;933;719;357
325;95;291;710;524;41
385;108;945;475;418;15
943;707;132;964;725;930
147;720;422;859;154;104
337;706;473;723;236;667
336;428;390;527;396;41
594;44;81;813;905;569
848;375;846;742;762;834
322;270;839;778;284;965
312;537;760;151;640;603
890;269;627;156;430;504
269;141;816;193;36;166
459;415;183;659;402;351
478;446;946;63;687;180
544;238;775;180;207;299
800;993;350;248;104;680
803;379;399;611;415;559
887;33;202;842;660;87
115;68;213;337;718;820
930;928;206;861;739;989
139;913;163;91;979;457
131;336;581;407;204;820
135;571;152;188;759;558
716;728;868;76;823;926
198;218;494;772;667;124
112;555;544;433;480;152
29;764;179;860;995;570
513;79;679;435;408;359
915;97;60;573;742;437
800;222;894;968;641;101
571;101;387;174;922;78
925;820;812;561;303;575
412;870;39;181;351;358
752;776;917;751;849;316
733;656;380;94;697;706
675;562;591;184;353;813
207;565;759;318;894;205
604;493;995;733;219;421
845;695;745;359;568;246
16;127;30;829;123;567
499;763;660;838;696;701
123;452;309;398;548;608
178;437;598;229;76;642
969;824;890;658;224;884
741;111;445;283;789;17
837;728;335;206;602;689
750;458;217;256;146;816
453;123;586;300;453;614
134;895;521;516;191;225
746;140;452;191;626;843
629;467;365;924;881;564
46;502;517;326;418;442
407;66;331;225;862;671
390;114;943;774;230;532
79;604;425;732;518;219
855;537;943;512;63;793
975;90;323;821;615;356
511;675;646;450;228;811
259;395;266;100;843;713
251;399;745;18;105;5
254;913;745;536;426;560
202;554;986;123;856;295
820;879;118;75;709;616
926;646;437;272;955;110
498;665;132;35;14;17
25;417;705;86;581;835
599;353;89;486;816;21
314;149;903;523;466;207
838;283;413;758;479;838
384;15;747;718;49;84
67;484;915;512;682;104
813;501;751;86;737;763
682;594;595;16;82;663
524;749;448;890;458;55
604;539;772;417;446;197
692;717;709;461;822;475
986;315;659;967;91;115
644;300;587;402;81;790
22;660;195;207;296;400
503;758;964;353;564;776
747;260;42;778;958;869
65;929;950;332;380;516
590;602;674;746;126;812
262;491;94;37;239;299
394;189;306;188;129;213
197;123;797;766;507;609
791;549;340;982;680;970
355;572;500;453;566;409
124;970;165;205;960;958
163;936;271;507;690;728
288;793;578;310;363;978
198;647;175;921;450;970
240;591;299;312;119;750
225;531;569;571;523;296
442;409;671;9;533;73
754;950;777;9;689;496
734;700;982;919;506;727
261;806;843;86;935;268
135;58;182;819;293;136
983;838;618;810;188;74
260;927;535;538;301;201
796;425;800;221;385;573
795;628;795;826;37;717
374;102;303;294;165;774
880;557;26;42;391;974
108;90;586;484;863;301
675;921;573;496;933;577
851;347;113;688;370;818
266;126;189;184;758;237
328;343;106;352;281;994
497;674;354;297;141;249
777;607;519;624;314;843
139;572;735;14;654;94
974;594;725;665;765;846
865;804;640;480;876;28
698;988;326;335;866;780
10;43;950;493;693;884
192;277;161;697;88;497
311;462;471;953;717;826
300;426;617;293;420;986
32;987;227;234;974;795
86;835;435;68;57;209
332;342;370;176;734;448
778;745;186;696;900;646
215;385;1;68;427;686
193;539;51;615;206;304
10;954;476;113;144;3
126;253;458;970;487;907
101;546;906;390;307;398
156;15;809;939;65;148
163;544;41;200;138;684
658;851;728;442;610;376
755;465;115;334;916;5
676;334;292;725;572;854
854;110;266;316;280;279
224;16;676;882;674;906
705;944;808;901;156;324
304;60;704;637;53;634
48;989;787;78;495;752
217;452;620;273;272;751
288;370;20;404;778;352
797;677;507;760;245;626
629;170;781;840;334;791
98;902;23;115;478;542
286;257;866;536;374;143
483;614;353;506;694;141
490;823;192;375;523;975
21;969;469;370;998;635
251;214;539;689;491;898
160;312;477;555;982;770
559;61;45;468;275;372
417;837;749;625;117;427
137;708;330;4;274;97
848;516;642;63;187;704
824;773;875;38;164;962
588;253;494;387;603;711
890;149;204;550;348;640
923;707;628;607;209;546
904;13;338;355;912;999
463;433;946;76;731;576
938;415;723;434;899;189
16;676;341;494;688;466
557;723;563;435;883;960
245;684;473;543;144;963
187;28;497;729;837;681
802;965;325;687;370;261
632;305;857;399;395;929
337;572;848;94;106;474
854;612;679;446;309;522
336;716;488;989;398;810
580;695;671;322;226;918
412;784;222;337;504;692
511;673;904;481;413;856
50;248;209;113;313;890
761;531;412;539;387;979
849;917;258;448;419;716
146;963;10;293;676;439
380;1;709;838;696;593
598;593;751;583;978;693
677;608;784;243;323;132
856;354;592;609;70;344
87;749;59;838;750;304
726;42;645;737;281;316
150;342;84;28;603;708
642;240;712;639;39;87
877;64;220;978;492;251
514;196;676;346;769;458
163;783;549;424;172;553
117;502;81;461;225;124
534;212;185;539;513;437
755;615;537;558;742;927
192;763;924;403;411;843
726;630;81;277;187;152
690;517;169;603;891;808
540;262;247;922;893;512
833;241;278;726;939;36
364;532;241;616;499;826
101;202;646;53;990;897
168;380;112;464;132;147
988;439;315;863;750;218
384;309;226;204;725;321
618;685;329;911;892;560
136;810;479;970;738;546
90;799;85;694;564;996
892;360;399;206;648;535
334;489;718;205;584;973
339;414;393;755;537;420
307;309;915;96;967;990
885;676;145;285;933;301
597;917;762;289;730;552
911;120;440;356;381;273
748;805;774;749;109;259
810;353;143;935;481;900
148;119;113;628;426;129
804;703;927;977;307;873
182;334;910;738;751;284
71;423;784;599;837;979
119;843;473;233;81;275
176;826;680;149;833;801
699;833;918;321;300;982
306;743;294;981;339;656
35;196;500;525;127;426
778;313;944;917;306;692
723;861;409;863;631;499
563;843;149;126;903;786
46;67;60;434;463;530
716;660;652;732;720;119
505;385;736;716;675;519
661;273;142;9;3;913
121;225;339;495;695;851
193;908;188;32;950;806
797;630;957;822;830;269
406;941;541;967;543;677
337;700;696;780;628;768
967;594;696;40;804;68
708;95;304;353;291;103
629;437;579;179;263;327
808;292;648;919;683;133
934;70;985;66;542;441
249;384;701;660;189;747
123;898;315;688;641;722
361;553;92;378;649;324
83;257;158;360;790;313
871;771;518;643;984;813
112;952;874;593;177;716
242;190;876;911;252;725
349;800;751;705;752;73
848;551;108;766;951;268
31;66;199;886;670;631
843;914;734;322;789;922
186;853;708;447;442;711
195;516;252;521;388;855
672;948;567;911;866;399
456;92;700;383;452;361
886;374;712;241;706;386
950;452;314;109;285;92
595;3;357;49;322;92
869;877;64;680;752;636
515;420;795;443;123;317
654;40;857;645;695;804
872;975;817;721;641;753
727;514;792;911;874;907
881;761;590;993;558;532
267;125;602;377;902;991
924;158;917;43;763;512
577;191;644;540;418;414
923;632;322;58;932;724
470;562;904;331;967;904
184;255;10;585;72;974
130;547;838;546;620;279
753;5;369;905;799;6
410;917;413;177;11;179
320;786;516;782;599;891
662;658;224;639;971;420
835;879;450;156;462;921
273;642;724;447;530;891
307;324;712;250;89;441
39;529;299;438;749;749
484;192;599;397;715;821
399;153;221;411;270;597
296;527;777;28;77;440
838;442;391;658;367;325
172;431;635;379;629;424
266;632;404;823;669;97
390;181;939;647;881;291
12;182;630;959;954;29
472;137;683;771;654;137
662;545;716;223;385;88
23;928;775;682;229;186
317;61;496;680;545;72
779;390;684;78;281;887
324;103;772;109;469;465
790;29;545;54;453;178
785;200;800;166;588;938
868;299;969;724;527;507
230;741;498;339;844;572
568;57;835;709;665;547
890;526;576;28;688;770
497;591;708;985;792;129
98;858;414;498;227;892
653;462;393;954;297;317
854;319;301;898;320;545
862;79;147;808;297;653
927;442;994;576;570;187
893;920;405;603;628;917
268;19;215;165;270;894
665;255;836;152;912;342
722;761;583;644;140;488
585;655;628;352;866;141
111;667;952;285;464;94
85;219;358;688;93;284
557;464;988;545;509;475
659;53;241;315;651;354
324;65;417;699;923;832
339;294;206;915;168;316
157;519;863;720;16;120
509;970;301;39;316;515
583;361;746;692;575;687
661;102;462;258;241;371
532;124;788;803;177;275
843;330;957;83;464;636
678;256;270;61;484;66
554;716;229;938;292;15
660;618;225;155;760;415
774;33;616;245;265;707
618;995;589;632;337;474
193;811;180;266;85;198
527;272;866;231;334;809
887;189;848;816;247;757
684;63;27;990;976;21
822;30;69;635;806;892
554;142;34;239;180;94
184;388;542;419;176;444
223;656;359;380;319;467
376;67;666;156;669;972
741;669;184;225;680;809
570;985;192;815;897;676
732;333;760;424;962;887
131;669;954;18;800;393
87;937;391;918;739;335
576;278;369;288;389;545
396;965;306;74;666;908
102;892;953;169;394;940
694;704;117;676;413;667
536;735;722;806;467;577
712;710;591;394;506;869
598;974;499;793;392;907
645;441;842;825;902;475
751;934;969;885;954;827
742;596;621;174;759;714
249;323;448;49;266;274
63;204;432;299;268;14
774;914;129;812;153;470
167;994;618;349;775;349
955;481;573;27;178;135
821;90;518;79;997;821
51;691;326;308;691;463
313;256;381;106;685;324
192;28;917;167;328;126
486;476;160;633;894;116
583;158;430;772;415;110
921;879;677;83;978;573
612;141;57;288;655;89
584;579;481;274;59;251
835;957;118;24;345;647
409;738;556;285;685;502
767;655;706;986;377;371
37;843;118;249;975;187
843;975;996;821;894;35
351;397;562;916;643;292
859;658;789;96;888;829
534;59;862;988;957;230
346;734;122;810;175;136
294;47;614;185;52;502
28;169;641;463;182;581
366;28;189;44;908;116
171;112;224;980;113;279
568;204;889;555;869;252
503;586;88;508;401;14
449;304;959;558;134;958
313;19;20;157;79;430
250;52;926;493;706;123
14;594;413;559;165;941
678;958;184;359;272;921
986;981;951;919;263;444
406;646;395;741;374;760
774;747;222;204;792;567
248;474;649;269;460;790
117;370;645;608;123;78
168;625;359;11;393;727
570;492;33;388;272;429
821;211;672;825;337;113
283;469;93;587;599;53
161;425;405;403;86;909
660;966;357;758;51;460
97;462;724;954;363;458
869;787;816;765;369;262
412;17;952;536;28;872
530;518;781;441;305;155
59;749;984;743;263;450
206;607;988;300;46;278
909;502;347;528;337;315
28;455;459;284;217;583
93;699;833;629;798;834
319;250;560;616;790;570
3;655;162;288;978;482
173;510;117;916;586;45
477;523;947;33;997;767
623;170;635;565;307;669
285;205;891;974;195;845
809;105;842;760;235;378
343;43;464;171;267;978
804;458;38;686;511;806
28;396;304;548;934;249
778;312;375;908;171;836
934;852;181;755;606;777
890;401;383;905;718;757
620;351;433;592;695;303
565;629;28;438;850;850
655;788;185;832;862;594
751;953;315;175;874;320
802;504;509;835;14;717
253;400;276;168;591;91
249;514;833;256;399;634
952;327;694;782;641;20
182;1;337;122;966;157
253;189;95;743;205;514
963;295;175;754;815;110
339;150;722;438;484;870
418;771;963;111;674;161
743;241;987;676;45;348
907;886;849;199;53;222
532;310;359;677;869;754
72;202;912;378;753;761
817;541;210;365;741;113
475;689;658;902;38;568
773;829;485;990;528;953
558;491;224;308;811;197
407;855;614;945;106;972
725;55;366;660;130;375
180;819;288;695;393;493
857;466;681;770;118;460
964;2;404;186;815;269
571;362;175;108;705;599
957;394;485;44;601;435
758;379;438;642;373;918
146;548;666;359;886;85
401;568;76;349;295;813
307;560;94;543;665;211
490;615;951;14;691;323
172;730;189;181;160;542
518;605;964;320;173;936
342;381;124;990;842;185
78;171;307;450;110;506
172;820;536;72;174;429
220;480;748;310;386;143
686;490;418;881;648;288
468;186;28;749;91;262
799;93;920;368;295;47
896;859;731;613;391;767
459;52;294;370;582;755
969;653;555;885;370;464
932;894;730;9;244;26
409;819;396;918;219;251
100;381;565;78;625;311
341;191;285;739;886;313
507;931;875;663;108;125
944;31;145;734;228;698
278;913;114;251;366;240
82;296;434;318;393;596
945;155;857;941;303;685
837;46;458;315;472;617
495;359;592;234;894;931
44;83;553;375;773;778
107;360;413;941;114;260
565;436;582;908;989;404
62;319;435;911;189;403
283;541;441;876;994;309
746;495;760;464;998;159
794;388;706;494;332;595
166;855;978;455;938;610
635;339;50;996;652;964
759;766;50;432;700;27
505;753;314;780;378;657
209;477;906;287;503;690
